"","assessed_value"
"6276",279484.476362117
"6277",234305.423927644
"6278",87006.688296122
"6279",259049.127160857
"6280",560075.45480182
"6281",184085.563254621
"6282",215509.489377854
"6283",196400.863646474
"6284",541164.904705529
"6285",705133.701225925
"6286",213456.751742068
"6287",442447.788488525
"6288",128034.244549461
"6289",393875.032985358
"6290",85701.0483262669
"6291",285363.191100291
"6292",116211.991296598
"6293",165004.537012133
"6294",277127.967591755
"6295",209650.353811191
"6296",213187.393171685
"6297",511298.637508481
"6298",132323.834179304
"6299",257220.792408263
"6300",449883.015386651
"6301",357213.11736984
"6302",319003.53849917
"6303",255348.442392851
"6304",359679.423597989
"6305",157779.16987556
"6306",63483.5992744413
"6307",207412.936723557
"6308",379488.406136454
"6309",173223.716472182
"6310",100659.086140865
"6311",434591.697240239
"6312",220266.714856753
"6313",558304.146785682
"6314",208095.121431574
"6315",97666.4630049608
"6316",196838.627499285
"6317",334499.316695833
"6318",88254.5675320974
"6319",222232.098641951
"6320",164712.415202632
"6321",272674.457651173
"6322",184884.635514542
"6323",166395.519842393
"6324",82749.6963490046
"6325",294432.739545028
"6326",212231.535809427
"6327",78192.9393913378
"6328",297330.477232305
"6329",219855.32685162
"6330",294057.087965684
"6331",169686.048261682
"6332",275785.525555916
"6333",228879.407216733
"6334",248986.015890043
"6335",307517.809348996
"6336",342660.217138215
"6337",135405.476150631
"6338",348999.089784828
"6339",151086.555322009
"6340",240757.868350812
"6341",313810.130760924
"6342",99164.4528420474
"6343",591887.076406361
"6344",380755.175788044
"6345",157093.70434233
"6346",336787.174350321
"6347",253127.078496473
"6348",290636.988721358
"6349",461718.684786422
"6350",495735.143413104
"6351",309636.175390852
"6352",397696.144304692
"6353",204360.7548805
"6354",205737.063814435
"6355",85513.6366811886
"6356",421354.010733305
"6357",170597.642552109
"6358",147497.75185835
"6359",445850.453936759
"6360",158585.358864426
"6361",501698.109089409
"6362",225719.405461365
"6363",120686.727357567
"6364",185837.899579634
"6365",191528.892619027
"6366",440048.058582882
"6367",157886.489085441
"6368",79813.0650144412
"6369",109164.645058294
"6370",77428.0186814847
"6371",164190.649313968
"6372",310295.650389454
"6373",307078.2710388
"6374",325766.93216623
"6375",410860.96357606
"6376",81066.4437512774
"6377",252568.796582768
"6378",267853.415677564
"6379",664632.26365892
"6380",127035.88717707
"6381",159213.978402119
"6382",302857.373145214
"6383",274235.144533213
"6384",647043.521020443
"6385",72072.047310962
"6386",239252.856611924
"6387",66951.7656760998
"6388",120854.740326244
"6389",398228.501205981
"6390",480760.090337363
"6391",146613.361204183
"6392",187131.83628163
"6393",171327.664369038
"6394",384768.434507344
"6395",116370.097586865
"6396",321399.573444809
"6397",520640.012804563
"6398",221753.163375147
"6399",0
"6400",196681.208350871
"6401",191177.232955982
"6402",191789.137864297
"6403",190801.009256337
"6404",148142.586839355
"6405",65151.1516826465
"6406",171000.276371916
"6407",147818.8614201
"6408",161808.208085981
"6409",598707.443233513
"6410",435700.531030073
"6411",219749.084821456
"6412",356735.145398984
"6413",213793.200344914
"6414",127078.703067622
"6415",576443.104905352
"6416",467236.708367262
"6417",303148.838129606
"6418",298113.280769753
"6419",707678.559741454
"6420",419343.052627632
"6421",244689.660363846
"6422",334657.051702191
"6423",262418.840817016
"6424",73640.3775985047
"6425",449077.937689156
"6426",512583.259034072
"6427",232380.842177603
"6428",219162.295605108
"6429",540807.911843591
"6430",201976.169802174
"6431",410216.819871322
"6432",206271.841476337
"6433",252747.638843171
"6434",233672.647646028
"6435",400957.943741011
"6436",406887.693738951
"6437",87043.4639793387
"6438",166220.467592845
"6439",174725.167537221
"6440",292826.712094227
"6441",179023.79670103
"6442",242911.371312924
"6443",166790.115719295
"6444",308283.888476782
"6445",475832.469826221
"6446",228867.434421595
"6447",168382.837570009
"6448",230988.431757739
"6449",267803.753606149
"6450",224842.286963015
"6451",294263.245026326
"6452",387738.562069008
"6453",150403.27594841
"6454",231270.33319241
"6455",283222.218696121
"6456",132319.625216898
"6457",157479.791399059
"6458",462174.744207533
"6459",524827.858109644
"6460",203860.147069953
"6461",147698.713344538
"6462",516050.447437708
"6463",103161.949522944
"6464",230958.959324567
"6465",213723.50161798
"6466",350386.553663115
"6467",160713.028006398
"6468",198830.681399688
"6469",209476.238593851
"6470",259702.298172014
"6471",220626.898344837
"6472",0
"6473",237360.502843138
"6474",372623.349794152
"6475",186687.843610562
"6476",134331.569367173
"6477",312106.385185463
"6478",205751.637454692
"6479",221137.478927826
"6480",153765.363028714
"6481",123823.052650664
"6482",171916.135462522
"6483",114834.214007065
"6484",248377.143556274
"6485",127386.251103661
"6486",281985.854679739
"6487",1345653.25828451
"6488",217397.046765
"6489",245294.278176223
"6490",203715.408699519
"6491",202033.597191352
"6492",288375.927407704
"6493",195621.84986423
"6494",319648.069404239
"6495",166947.817010774
"6496",279219.258653171
"6497",293634.324726216
"6498",301163.692127484
"6499",317988.942005446
"6500",156818.256348057
"6501",348226.615048797
"6502",128152.487491485
"6503",205801.157720551
"6504",211625.507096486
"6505",324658.679179671
"6506",343644.363797704
"6507",244177.164199973
"6508",289969.160505368
"6509",176697.567553362
"6510",468679.000202549
"6511",220011.459181899
"6512",148938.09676378
"6513",139909.212833036
"6514",102038.090889061
"6515",221870.503160998
"6516",228497.215034087
"6517",150836.125507088
"6518",659076.226660707
"6519",188212.0719869
"6520",192612.781806352
"6521",624434.625867451
"6522",134267.301085851
"6523",270029.643100268
"6524",237956.547349874
"6525",249828.423467035
"6526",222597.948986005
"6527",67740.714161555
"6528",371553.520289995
"6529",198841.734503328
"6530",207274.681670396
"6531",251256.914771043
"6532",203647.238187228
"6533",351229.485940869
"6534",220813.237106511
"6535",166120.951244763
"6536",473944.856122181
"6537",447936.206684839
"6538",348274.066445082
"6539",138664.45919032
"6540",114962.074157884
"6541",370372.421667433
"6542",354986.895335071
"6543",209197.628050629
"6544",228879.407216733
"6545",419705.742539143
"6546",319699.032306084
"6547",163817.268360031
"6548",355354.858858532
"6549",175901.416889178
"6550",300887.856550841
"6551",272465.499635601
"6552",188349.976771255
"6553",178292.540402578
"6554",355724.061038117
"6555",83701.9785387092
"6556",301371.992026966
"6557",394726.022401411
"6558",356241.368514801
"6559",142235.760683164
"6560",55511.6894898424
"6561",633021.716715265
"6562",421278.120065136
"6563",164541.57670555
"6564",293103.656409603
"6565",124740.776708284
"6566",176544.881582098
"6567",305005.937464402
"6568",112951.617656538
"6569",530998.140043728
"6570",332509.480373313
"6571",228208.036296183
"6572",201843.167776436
"6573",233516.924787795
"6574",129963.458654653
"6575",127600.577905228
"6576",147907.089790315
"6577",648771.046788357
"6578",241953.191362378
"6579",250526.398452826
"6580",218866.75411268
"6581",259979.399353442
"6582",215527.636573404
"6583",689462.067086026
"6584",355319.462205371
"6585",378143.769119431
"6586",196268.776594529
"6587",204883.816624651
"6588",174486.67743912
"6589",195015.959618782
"6590",534388.246312256
"6591",206024.670663688
"6592",312015.415812652
"6593",186309.966241446
"6594",509532.702563127
"6595",409737.511008738
"6596",403697.413613472
"6597",137892.903540756
"6598",426445.163347344
"6599",206024.373977857
"6600",86990.117923246
"6601",168153.25838809
"6602",233532.662709332
"6603",283145.581111713
"6604",70957.8212467755
"6605",400812.183635692
"6606",85589.0422077571
"6607",90783.2528248047
"6608",257338.068093524
"6609",180569.676696785
"6610",174804.303607878
"6611",505144.003118932
"6612",342788.177998277
"6613",366629.044117862
"6614",511114.16462907
"6615",184751.177492964
"6616",244837.314453115
"6617",278003.437983845
"6618",151853.454943173
"6619",307324.422056846
"6620",151822.505945112
"6621",374086.954470652
"6622",251520.516028244
"6623",476162.007697164
"6624",319114.846769216
"6625",169387.967172403
"6626",374522.229705077
"6627",830767.944968545
"6628",185142.313286774
"6629",210234.132053663
"6630",271214.450719875
"6631",256557.184262078
"6632",235177.919369019
"6633",212686.313223995
"6634",121780.35827365
"6635",328938.348663257
"6636",319228.548976355
"6637",404069.435890764
"6638",264044.551474671
"6639",213380.50677562
"6640",158093.403429589
"6641",198508.313238877
"6642",292226.518956953
"6643",161307.40469108
"6644",207415.850705337
"6645",371067.603434839
"6646",232373.748710091
"6647",340802.138409697
"6648",256338.541196623
"6649",208412.36183548
"6650",139414.348403053
"6651",83618.060012292
"6652",252059.076628882
"6653",66374.5765404951
"6654",252277.435427906
"6655",319603.889765395
"6656",373468.908319601
"6657",271400.047950033
"6658",195878.483957103
"6659",364254.065730429
"6660",673462.531460689
"6661",144178.340887082
"6662",350995.659747949
"6663",137415.5602791
"6664",371643.87098662
"6665",169055.659117455
"6666",272752.88856067
"6667",306753.2185246
"6668",317571.680242368
"6669",438547.065225263
"6670",240776.597627501
"6671",94701.7972883714
"6672",435429.45163672
"6673",193543.142481017
"6674",239214.50843639
"6675",192408.295324969
"6676",125419.656703874
"6677",409470.336172021
"6678",145075.79754611
"6679",181619.886822053
"6680",87811.6204572741
"6681",458509.501575568
"6682",295379.703994182
"6683",167550.836219032
"6684",251768.356836617
"6685",77840.3461134514
"6686",444652.944872712
"6687",419339.466644612
"6688",188699.456954098
"6689",159642.469907691
"6690",144119.19326909
"6691",392254.48915146
"6692",771476.167466097
"6693",46175.3811690786
"6694",5124.69230028233
"6695",244127.294302919
"6696",146376.936933508
"6697",456414.910159633
"6698",41558.9266463766
"6699",195737.910947656
"6700",721495.109811511
"6701",240168.304075409
"6702",195717.099869983
"6703",162294.077705673
"6704",208956.492945851
"6705",341456.788072654
"6706",211396.77478087
"6707",336684.86306954
"6708",208897.720741173
"6709",403165.816262859
"6710",325538.66910828
"6711",237016.703926812
"6712",89251.4376242967
"6713",411893.325654383
"6714",199213.029816752
"6715",225562.236669526
"6716",438717.552373496
"6717",287185.843993566
"6718",558506.366446538
"6719",214017.730778072
"6720",533065.111379102
"6721",157318.903883351
"6722",279906.606180086
"6723",358389.016578586
"6724",290509.771897017
"6725",8699.96661810902
"6726",461839.700838109
"6727",424720.61496895
"6728",137613.840856789
"6729",309458.582470716
"6730",160267.978127018
"6731",113499.441224622
"6732",156094.510635582
"6733",168775.43468357
"6734",173365.359674583
"6735",567755.986357856
"6736",274142.048702004
"6737",408107.821761837
"6738",211801.692882461
"6739",450465.784242864
"6740",223120.55197224
"6741",656471.406237222
"6742",209492.573767482
"6743",77742.5615764176
"6744",117937.551087788
"6745",340163.419693293
"6746",304728.393573146
"6747",327726.995506591
"6748",696537.98120074
"6749",131398.420483441
"6750",754515.88890755
"6751",211008.136023497
"6752",186475.209738031
"6753",148610.836942846
"6754",279840.235663139
"6755",311106.576893942
"6756",324297.313964354
"6757",326960.587972386
"6758",695219.605295677
"6759",329372.228007297
"6760",0
"6761",457595.200910136
"6762",233415.57570658
"6763",412508.275966575
"6764",292410.957731498
"6765",210709.298315028
"6766",94499.424541496
"6767",113292.994080889
"6768",122965.77465461
"6769",443079.702850173
"6770",217716.294370482
"6771",423708.606155373
"6772",197023.012205386
"6773",258114.061058742
"6774",314471.881024011
"6775",154213.944751847
"6776",224416.346624761
"6777",135085.565932832
"6778",113071.325392567
"6779",428144.257458574
"6780",162711.823561682
"6781",206495.39131109
"6782",531733.78383847
"6783",338195.275885571
"6784",133151.964793343
"6785",297447.099101449
"6786",199998.350603017
"6787",105163.288571292
"6788",355091.467105886
"6789",252505.100903685
"6790",30509.8250359083
"6791",284829.538752872
"6792",282270.892898985
"6793",555062.799763494
"6794",237448.857654112
"6795",215546.492041615
"6796",291247.03671294
"6797",383464.186025742
"6798",214519.601470026
"6799",129554.738812825
"6800",337917.394921641
"6801",154703.745477182
"6802",150316.516571776
"6803",218235.959111684
"6804",271235.234990592
"6805",185799.797118663
"6806",162644.739862058
"6807",184130.164299443
"6808",624765.29979594
"6809",291134.343324425
"6810",253313.197053667
"6811",252152.215334626
"6812",74581.5942937738
"6813",196473.406128617
"6814",518320.862885572
"6815",41645.2301472086
"6816",398990.732579087
"6817",0
"6818",208572.58834341
"6819",71051.8106707877
"6820",431423.336515698
"6821",82742.1064137689
"6822",563304.850203997
"6823",150050.356208271
"6824",234745.381702119
"6825",311198.721764097
"6826",167190.907149314
"6827",294830.578549255
"6828",193918.701425842
"6829",89279.452475436
"6830",278685.381303339
"6831",274733.443467
"6832",163630.034672738
"6833",93962.2120157388
"6834",112834.684171725
"6835",307254.42831962
"6836",245386.850418495
"6837",291180.045076
"6838",319665.891961752
"6839",493012.809150005
"6840",11608.162595179
"6841",136864.891456145
"6842",88130.6668053282
"6843",149390.410523331
"6844",0
"6845",394639.526795281
"6846",340288.558334733
"6847",350253.251167603
"6848",180008.202002584
"6849",265608.767254636
"6850",316034.071896541
"6851",285142.114557402
"6852",203480.234964373
"6853",216255.63240491
"6854",603178.947743639
"6855",298195.175786408
"6856",349932.312588133
"6857",136805.102367461
"6858",27307.1684556619
"6859",299784.932759001
"6860",38445.3448810487
"6861",323927.984806165
"6862",330212.743665894
"6863",290669.460164717
"6864",233590.473469777
"6865",321944.686441964
"6866",125034.722766129
"6867",168634.11759334
"6868",227300.124793158
"6869",212086.633704839
"6870",511592.674083712
"6871",378870.760142161
"6872",210435.428510494
"6873",143057.990803167
"6874",349993.356383633
"6875",959795.762489696
"6876",218882.059182507
"6877",323911.445648391
"6878",1234949.15474939
"6879",329484.18851751
"6880",235530.553139729
"6881",298958.86906961
"6882",233103.833164469
"6883",58645.4726638523
"6884",207684.209481374
"6885",460720.368440881
"6886",143300.695041494
"6887",385402.599071843
"6888",623614.471222842
"6889",271266.227170698
"6890",149904.756449369
"6891",320086.84977076
"6892",224751.862836009
"6893",112161.550195329
"6894",204066.345637556
"6895",190477.296511652
"6896",1056356.01090828
"6897",222020.713295542
"6898",291019.982716748
"6899",196721.459020938
"6900",251247.026415038
"6901",277373.509684398
"6902",300694.211651405
"6903",450076.239352732
